strain.x	replicon	clust_type.x	clust_num	cluster_size	ind_clust_size.x	ONT_ext	strain.y	clust_type.y	ind_clust_size.y	Ill_ext	rep_type
NBC_00664	CP109026_linear_right	S	752	1	1	0	NBC_00664	S	1	-120	plasmid
NBC_00666	CP109024_linear_left	H	18	86	40	22	NBC_00666	H	40	-13	chromosome
NBC_00666	CP109024_linear_right	H	18	86	40	36	NBC_00666	H	40	-11	chromosome
NBC_00667	CP109022_linear_left	H	31	18	12	0	NBC_00667	H	12	-12	chromosome
NBC_00667	CP109022_linear_right	H	75	25	13	0	NBC_00667	H	13	-11	chromosome
NBC_00667	CP109023_linear_left	H	75	25	13	0	NBC_00667	H	13	-11	plasmid
NBC_00667	CP109023_linear_right	H	31	18	12	0	NBC_00667	H	12	-12	plasmid
NBC_00668	CP109019_linear_left	S	748	9	3	0	NBC_00668	S	3	-0	chromosome
NBC_00668	CP109019_linear_right	H	161	76	30	0	NBC_00668	H	30	-13	chromosome
NBC_00668	CP109020_linear_left	H	748	9	3	253	NBC_00668	H	3	-0	plasmid
NBC_00668	CP109020_linear_right	H	748	9	3	0	NBC_00668	H	3	-0	plasmid
NBC_00669	CP109018_linear_left	H	25	50	26	11	NBC_00669	H	26	-11	chromosome
NBC_00669	CP109018_linear_right	S	747	1	1	522	NBC_00669	S	1	-120	chromosome
NBC_00670	CP109017_linear_left	H	2	327	116	27	NBC_00670	H	116	-11	chromosome
NBC_00670	CP109017_linear_right	S	746	1	1	1222	NBC_00670	S	1	-116	chromosome
NBC_00683	CP109013_linear_left	H	120	20	8	10	NBC_00683	H	8	-0	chromosome
NBC_00683	CP109013_linear_right	H	120	20	8	10	NBC_00683	H	8	-0	chromosome
NBC_00686	CP109011_linear_left	H	161	76	30	161	NBC_00686	H	30	-12	chromosome
NBC_00686	CP109011_linear_right	H	161	76	30	161	NBC_00686	H	30	-12	chromosome
NBC_00690	CP109009_linear_left	H	2	327	116	1	NBC_00690	H	116	-11	chromosome
NBC_00690	CP109009_linear_right	H	114	6	3	0	NBC_00690	H	3	-13	chromosome
NBC_00690	CP109010_linear_left	H	2	327	116	1	NBC_00690	H	116	-11	plasmid
NBC_00690	CP109010_linear_right	H	2	327	116	6	NBC_00690	H	116	-12	plasmid
NBC_00691	CP109007_linear_left	H	84	17	10	0	NBC_00691	H	10	-20	chromosome
NBC_00691	CP109007_linear_right	H	2	327	116	3	NBC_00691	H	116	-20	chromosome
NBC_00691	CP109008_linear_left	S	744	1	1	1401	NBC_00691	S	1	-114	plasmid
NBC_00691	CP109008_linear_right	S	745	1	1	0	NBC_00691	S	1	-61	plasmid
NBC_00696	CP109004_linear_left	H	11	52	23	1	NBC_00696	H	23	-15	chromosome
NBC_00696	CP109004_linear_right	H	11	52	23	1	NBC_00696	H	23	-15	chromosome
NBC_00701	CP109003_linear_left	H	644	4	2	26	NBC_00701	H	2	-21	chromosome
NBC_00701	CP109003_linear_right	H	644	4	2	26	NBC_00701	H	2	-21	chromosome
NBC_00704	CP109000_linear_left	S	741	1	1	1057	NBC_00704	S	1	-120	chromosome
NBC_00704	CP109000_linear_right	H	37	127	46	5	NBC_00704	H	46	-13	chromosome
NBC_00704	CP109001_linear_left	S	742	1	1	13644	NBC_00704	S	1	-120	plasmid
NBC_00704	CP109001_linear_right	H	37	127	46	0	NBC_00704	H	46	-12	plasmid
NBC_00704	CP109002_linear_left	S	743	1	1	14818	NBC_00704	S	1	-119	plasmid
NBC_00704	CP109002_linear_right	H	9	77	30	6	NBC_00704	H	30	-14	plasmid
NBC_00708	CP108997_linear_left	H	151	10	3	26	NBC_00708	H	3	-13	chromosome
NBC_00708	CP108997_linear_right	H	151	10	3	1	NBC_00708	H	3	-15	chromosome
NBC_00708	CP108998_linear_left	H	151	10	3	0	NBC_00708	H	3	-13	plasmid
NBC_00708	CP108998_linear_right	H	151	10	3	0	NBC_00708	H	3	-13	plasmid
NBC_00708	CP108999_linear_left	S	740	1	1	0	NBC_00708	S	1	-0	plasmid
NBC_00708	CP108999_linear_right	H	84	17	10	2	NBC_00708	H	10	-0	plasmid
NBC_00710	CP108995_linear_left	H	2	327	116	0	NBC_00710	H	116	-13	chromosome
NBC_00710	CP108995_linear_right	H	2	327	116	0	NBC_00710	H	116	-13	chromosome
NBC_00711	CP108994_linear_left	H	89	34	16	5	NBC_00711	H	16	-0	chromosome
NBC_00711	CP108994_linear_right	H	89	34	16	5	NBC_00711	H	16	-21	chromosome
NBC_00712	CP108993_linear_left	H	89	34	16	5	NBC_00712	H	16	-0	chromosome
NBC_00712	CP108993_linear_right	H	89	34	16	5	NBC_00712	H	16	-0	chromosome
NBC_00713	CP108992_linear_left	H	161	76	30	32	NBC_00713	H	30	-13	chromosome
NBC_00713	CP108992_linear_right	H	161	76	30	1	NBC_00713	H	30	-13	chromosome
NBC_00715	CP108990_linear_left	H	9	77	30	2	NBC_00715	H	30	-11	chromosome
NBC_00715	CP108990_linear_right	H	9	77	30	1	NBC_00715	H	30	-11	chromosome
NBC_00715	CP108991_linear_left	H	9	77	30	0	NBC_00715	H	30	-11	plasmid
NBC_00715	CP108991_linear_right	H	9	77	30	3	NBC_00715	H	30	-11	plasmid
NBC_00722	CP108989_linear_left	H	396	7	2	0	NBC_00722	H	2	-11	chromosome
NBC_00722	CP108989_linear_right	H	396	7	2	0	NBC_00722	H	2	-11	chromosome
NBC_00723	CP108987_linear_left	H	37	127	46	2	NBC_00723	H	46	-22	chromosome
NBC_00723	CP108987_linear_right	H	37	127	46	2	NBC_00723	H	46	-22	chromosome
NBC_00723	CP108988_linear_left	H	37	127	46	0	NBC_00723	H	46	-21	plasmid
NBC_00723	CP108988_linear_right	H	9	77	30	0	NBC_00723	H	30	-12	plasmid
NBC_00724	CP108985_linear_left	H	25	50	26	1	NBC_00724	H	26	-12	chromosome
NBC_00724	CP108985_linear_right	H	25	50	26	1	NBC_00724	H	26	-12	chromosome
NBC_00724	CP108986_linear_left	H	26	6	3	11	NBC_00724	H	3	-15	plasmid
NBC_00724	CP108986_linear_right	H	26	6	3	1	NBC_00724	H	3	-15	plasmid
NBC_00726	CP108983_linear_left	H	143	18	8	0	NBC_00726	H	8	-13	chromosome
NBC_00726	CP108983_linear_right	H	143	18	8	8	NBC_00726	H	8	-13	chromosome
NBC_00726	CP108984_linear_left	H	143	18	8	936	NBC_00726	H	8	-15	plasmid
NBC_00726	CP108984_linear_right	H	455	19	12	0	NBC_00726	H	12	-14	plasmid
NBC_00727	CP108981_linear_left	H	151	10	3	32	NBC_00727	H	3	-16	chromosome
NBC_00727	CP108981_linear_right	H	151	10	3	1	NBC_00727	H	3	-18	chromosome
NBC_00727	CP108982_linear_left	H	151	10	3	32	NBC_00727	H	3	-18	plasmid
NBC_00727	CP108982_linear_right	H	151	10	3	1	NBC_00727	H	3	-18	plasmid
NBC_00728	CP108980_linear_left	H	2	327	116	0	NBC_00728	H	116	-16	chromosome
NBC_00728	CP108980_linear_right	H	2	327	116	0	NBC_00728	H	116	-12	chromosome
NBC_00731	CP108978_linear_left	H	11	52	23	7	NBC_00731	H	23	-12	chromosome
NBC_00731	CP108978_linear_right	H	11	52	23	7	NBC_00731	H	23	-12	chromosome
NBC_00734	CP108974_linear_left	H	2	327	116	8	NBC_00734	H	116	-16	chromosome
NBC_00734	CP108974_linear_right	H	2	327	116	225	NBC_00734	H	116	-16	chromosome
NBC_00735	CP108971_linear_left	H	2	327	116	3	NBC_00735	H	116	-12	chromosome
NBC_00735	CP108971_linear_right	H	2	327	116	3	NBC_00735	H	116	-12	chromosome
NBC_00775	CP108938_linear_left	H	99	5	3	2	NBC_00775	H	3	-14	chromosome
NBC_00775	CP108938_linear_right	H	99	5	3	2	NBC_00775	H	3	-14	chromosome
NBC_00805	CP108895_linear_left	H	2	327	116	7	NBC_00805	H	116	-11	chromosome
NBC_00805	CP108895_linear_right	H	2	327	116	43	NBC_00805	H	116	-11	chromosome
NBC_00820	CP108882_linear_left	H	139	33	19	3	NBC_00820	H	19	-11	chromosome
NBC_00820	CP108882_linear_right	H	139	33	19	3	NBC_00820	H	19	-11	chromosome
NBC_00822	CP108878_linear_left	S	731	1	1	8819	NBC_00822	S	1	-81	chromosome
NBC_00822	CP108878_linear_right	H	729	14	5	543	NBC_00822	H	5	-15	chromosome
NBC_00822	CP108879_linear_left	H	729	14	5	1930	NBC_00822	H	5	-13	plasmid
NBC_00822	CP108879_linear_right	H	729	14	5	8	NBC_00822	H	5	-14	plasmid
NBC_00825	CP108876_linear_left	S	730	1	1	933	NBC_00825	S	1	-119	chromosome
NBC_00825	CP108876_linear_right	H	729	14	5	1336	NBC_00825	H	5	-14	chromosome
NBC_00825	CP108877_linear_left	H	729	14	5	26	NBC_00825	H	5	-14	plasmid
NBC_00825	CP108877_linear_right	H	729	14	5	19	NBC_00825	H	5	-14	plasmid
NBC_00826	CP108873_linear_left	S	729	14	5	1353	NBC_00826	S	5	-14	chromosome
NBC_00826	CP108873_linear_right	H	729	14	5	1770	NBC_00826	H	5	-11	chromosome
NBC_00826	CP108874_linear_left	H	342	15	6	2	NBC_00826	H	6	-13	plasmid
NBC_00826	CP108874_linear_right	H	342	15	6	0	NBC_00826	H	6	-13	plasmid
NBC_00826	CP108875_linear_left	H	729	14	5	1860	NBC_00826	H	5	-13	plasmid
NBC_00826	CP108875_linear_right	H	729	14	5	1768	NBC_00826	H	5	-13	plasmid
NBC_00827	CP108872_linear_left	S	728	1	1	0	NBC_00827	S	1	-27	chromosome
NBC_00827	CP108872_linear_right	H	128	6	4	0	NBC_00827	H	4	-19	chromosome
NBC_00828	CP130727_linear_left	S	1055	1	1	0	NBC_00828	S	1	-0	chromosome
NBC_00828	CP130727_linear_right	S	1056	1	1	0	NBC_00828	S	1	-4	chromosome
NBC_00829	CP108867_linear_left	H	11	52	23	12	NBC_00829	H	23	-23	chromosome
NBC_00829	CP108867_linear_right	H	11	52	23	12	NBC_00829	H	23	-23	chromosome
NBC_00829	CP108868_linear_left	H	13	19	8	0	NBC_00829	H	8	-29	plasmid
NBC_00829	CP108868_linear_right	S	726	1	1	0	NBC_00829	S	1	-117	plasmid
NBC_00829	CP108869_linear_left	S	727	1	1	24484	NBC_00829	S	1	-115	plasmid
NBC_00829	CP108869_linear_right	H	13	19	8	0	NBC_00829	H	8	-30	plasmid
NBC_00831	CP108864_linear_left	H	89	34	16	3485	NBC_00831	H	16	-15	chromosome
NBC_00831	CP108864_linear_right	H	89	34	16	26	NBC_00831	H	16	-15	chromosome
NBC_00831	CP108865_linear_left	S	724	1	1	0	NBC_00831	S	1	-0	plasmid
NBC_00831	CP108865_linear_right	S	725	3	3	0	NBC_00831	S	3	-0	plasmid
NBC_00832	CP108863_linear_left	H	89	34	16	0	NBC_00832	H	16	-12	chromosome
NBC_00832	CP108863_linear_right	H	89	34	16	0	NBC_00832	H	16	-12	chromosome
NBC_00835	CP108861_linear_left	H	4	93	35	1651	NBC_00835	H	35	-11	chromosome
NBC_00835	CP108861_linear_right	H	4	93	35	1659	NBC_00835	H	35	-11	chromosome
NBC_00835	CP108862_linear_left	H	4	93	35	1649	NBC_00835	H	35	-11	plasmid
NBC_00835	CP108862_linear_right	H	4	93	35	0	NBC_00835	H	35	-14	plasmid
NBC_00836	CP108858_linear_left	S	720	2	1	5	NBC_00836	S	1	-14	chromosome
NBC_00836	CP108858_linear_right	H	720	2	1	5	NBC_00836	H	1	-14	chromosome
NBC_00836	CP108859_linear_left	S	721	2	1	5	NBC_00836	S	1	-103	plasmid
NBC_00836	CP108859_linear_right	H	721	2	1	5	NBC_00836	H	1	-103	plasmid
NBC_00836	CP108860_linear_left	S	722	1	1	0	NBC_00836	S	1	-28	extrachromosomal
NBC_00836	CP108860_linear_right	S	723	1	1	0	NBC_00836	S	1	-21	extrachromosomal
NBC_00838	CP108857_linear_left	H	25	50	26	55	NBC_00838	H	26	-12	chromosome
NBC_00838	CP108857_linear_right	H	25	50	26	43	NBC_00838	H	26	-12	chromosome
NBC_00839	CP108856_linear_left	S	719	2	1	0	NBC_00839	S	1	-53	chromosome
NBC_00839	CP108856_linear_right	H	719	2	1	0	NBC_00839	H	1	-53	chromosome
NBC_00842	CP108850_linear_left	H	2	327	116	3	NBC_00842	H	116	-11	chromosome
NBC_00842	CP108850_linear_right	H	2	327	116	3	NBC_00842	H	116	-11	chromosome
NBC_00843	CP108849_linear_left	H	50	43	22	37	NBC_00843	H	22	-23	chromosome
NBC_00846	CP108846_linear_left	S	712	4	1	0	NBC_00846	S	1	-0	chromosome
NBC_00846	CP108846_linear_right	H	712	4	1	5	NBC_00846	H	1	-12	chromosome
NBC_00846	CP108847_linear_left	H	712	4	1	9	NBC_00846	H	1	-12	plasmid
NBC_00846	CP108847_linear_right	H	712	4	1	32	NBC_00846	H	1	-12	plasmid
NBC_00851	CP108840_linear_left	S	703	1	1	1711	NBC_00851	S	1	-117	chromosome
NBC_00851	CP108840_linear_right	S	704	1	1	0	NBC_00851	S	1	-117	chromosome
NBC_00851	CP108841_linear_left	H	191	13	7	1533	NBC_00851	H	7	-14	plasmid
NBC_00851	CP108841_linear_right	S	705	1	1	0	NBC_00851	S	1	-124	plasmid
NBC_00851	CP108842_linear_left	S	706	1	1	931	NBC_00851	S	1	-119	plasmid
NBC_00851	CP108842_linear_right	S	707	1	1	12231	NBC_00851	S	1	-120	plasmid
NBC_00853	CP108837_linear_left	H	110	11	7	0	NBC_00853	H	7	-0	chromosome
NBC_00853	CP108837_linear_right	S	699	1	1	0	NBC_00853	S	1	-102	chromosome
NBC_00853	CP108838_linear_left	S	700	1	1	0	NBC_00853	S	1	-119	extrachromosomal
NBC_00853	CP108838_linear_right	S	701	1	1	0	NBC_00853	S	1	-88	extrachromosomal
NBC_00853	CP108839_linear_left	S	702	2	1	4	NBC_00853	S	1	-24	plasmid
NBC_00853	CP108839_linear_right	H	702	2	1	32	NBC_00853	H	1	-25	plasmid
NBC_00856	CP108832_linear_left	H	11	52	23	0	NBC_00856	H	23	-13	chromosome
NBC_00856	CP108832_linear_right	H	11	52	23	0	NBC_00856	H	23	-13	chromosome
NBC_00857	CP108829_linear_left	H	2	327	116	6507	NBC_00857	H	116	-11	chromosome
NBC_00857	CP108829_linear_right	H	25	50	26	6504	NBC_00857	H	26	-11	chromosome
NBC_00857	CP108830_linear_left	H	25	50	26	17435	NBC_00857	H	26	-13	plasmid
NBC_00857	CP108830_linear_right	H	2	327	116	2472	NBC_00857	H	116	-12	plasmid
NBC_00857	CP108831_linear_left	H	215	17	9	1	NBC_00857	H	9	-11	extrachromosomal
NBC_00857	CP108831_linear_right	S	698	1	1	34377	NBC_00857	S	1	-0	extrachromosomal
NBC_00859	CP108826_linear_left	S	695	2	1	9	NBC_00859	S	1	-12	chromosome
NBC_00859	CP108826_linear_right	H	695	2	1	9	NBC_00859	H	1	-12	chromosome
NBC_00865	CP108820_linear_left	H	12	26	12	1	NBC_00865	H	12	-14	chromosome
NBC_00865	CP108820_linear_right	H	12	26	12	4	NBC_00865	H	12	-11	chromosome
NBC_00865	CP108821_linear_left	H	2	327	116	7	NBC_00865	H	116	-11	plasmid
NBC_00865	CP108821_linear_right	H	2	327	116	7	NBC_00865	H	116	-11	plasmid
NBC_00866	CP108818_linear_left	S	689	2	1	9	NBC_00866	S	1	-82	chromosome
NBC_00866	CP108818_linear_right	H	689	2	1	9	NBC_00866	H	1	-82	chromosome
NBC_00866	CP108819_linear_left	S	690	2	1	1	NBC_00866	S	1	-12	plasmid
NBC_00866	CP108819_linear_right	H	690	2	1	42	NBC_00866	H	1	-0	plasmid
NBC_00867	CP108817_linear_left	H	4	93	35	0	NBC_00867	H	35	-16	chromosome
NBC_00867	CP108817_linear_right	H	4	93	35	0	NBC_00867	H	35	-8	chromosome
NBC_00868	CP108814_linear_left	H	293	6	3	1	NBC_00868	H	3	-0	chromosome
NBC_00868	CP108814_linear_right	H	293	6	3	0	NBC_00868	H	3	-0	chromosome
NBC_00868	CP108815_linear_left	S	688	1	1	0	NBC_00868	S	1	-73	plasmid
NBC_00868	CP108815_linear_right	H	209	27	13	3	NBC_00868	H	13	-20	plasmid
NBC_00868	CP108816_linear_left	H	255	8	3	5	NBC_00868	H	3	-19	plasmid
NBC_00868	CP108816_linear_right	H	255	8	3	3	NBC_00868	H	3	-21	plasmid
NBC_00869	CP108812_linear_left	H	666	12	6	2	NBC_00869	H	6	-11	chromosome
NBC_00869	CP108812_linear_right	H	666	12	6	1	NBC_00869	H	6	-11	chromosome
NBC_00869	CP108813_linear_left	H	143	18	8	1	NBC_00869	H	8	-13	plasmid
NBC_00869	CP108813_linear_right	H	143	18	8	6	NBC_00869	H	8	-11	plasmid
NBC_00870	CP108810_linear_left	H	666	12	6	682	NBC_00870	H	6	-0	chromosome
NBC_00870	CP108810_linear_right	H	666	12	6	950	NBC_00870	H	6	-0	chromosome
NBC_00870	CP108811_linear_left	H	143	18	8	3	NBC_00870	H	8	-19	plasmid
NBC_00870	CP108811_linear_right	H	143	18	8	1	NBC_00870	H	8	-20	plasmid
NBC_00871	CP108808_linear_left	H	1	13	2	1701	NBC_00871	H	2	-12	chromosome
NBC_00871	CP108808_linear_right	H	1	13	2	3034	NBC_00871	H	2	-12	chromosome
NBC_00872	CP108806_linear_left	H	50	43	22	2	NBC_00872	H	22	-22	chromosome
NBC_00872	CP108806_linear_right	H	50	43	22	49	NBC_00872	H	22	-22	chromosome
NBC_00872	CP108807_linear_left	H	50	43	22	16456	NBC_00872	H	22	-34	plasmid
NBC_00872	CP108807_linear_right	H	2	327	116	1039	NBC_00872	H	116	-25	plasmid
NBC_00873	CP108803_linear_left	H	25	50	26	6	NBC_00873	H	26	-12	chromosome
NBC_00873	CP108803_linear_right	H	2	327	116	6	NBC_00873	H	116	-12	chromosome
NBC_00876	CP108800_linear_left	H	84	17	10	0	NBC_00876	H	10	-19	chromosome
NBC_00876	CP108800_linear_right	H	84	17	10	42	NBC_00876	H	10	-14	chromosome
NBC_00876	CP108801_linear_left	H	84	17	10	42	NBC_00876	H	10	-14	plasmid
NBC_00876	CP108801_linear_right	S	681	1	1	0	NBC_00876	S	1	-0	plasmid
NBC_00879	CP108799_linear_left	H	253	17	8	9	NBC_00879	H	8	-12	chromosome
NBC_00879	CP108799_linear_right	H	253	17	8	10	NBC_00879	H	8	-12	chromosome
NBC_00882	CP108797_linear_left	H	128	6	4	10	NBC_00882	H	4	-11	chromosome
NBC_00882	CP108797_linear_right	H	128	6	4	10	NBC_00882	H	4	-11	chromosome
NBC_00885	CP108796_linear_left	H	253	17	8	2205	NBC_00885	H	8	-12	chromosome
NBC_00885	CP108796_linear_right	S	680	1	1	4501	NBC_00885	S	1	-120	chromosome
NBC_00886	CP108792_linear_left	H	111	12	6	5	NBC_00886	H	6	-19	chromosome
NBC_00886	CP108792_linear_right	H	111	12	6	5	NBC_00886	H	6	-19	chromosome
NBC_00886	CP108793_linear_left	S	675	1	1	615	NBC_00886	S	1	-146	extrachromosomal
NBC_00886	CP108793_linear_right	S	676	1	1	692	NBC_00886	S	1	-114	extrachromosomal
NBC_00886	CP108795_linear_left	S	678	1	1	0	NBC_00886	S	1	-120	extrachromosomal
NBC_00886	CP108795_linear_right	S	679	1	1	0	NBC_00886	S	1	-0	extrachromosomal
NBC_00887	CP108788_linear_left	S	671	2	1	3	NBC_00887	S	1	-16	chromosome
NBC_00887	CP108788_linear_right	H	671	2	1	3	NBC_00887	H	1	-16	chromosome
NBC_00887	CP108789_linear_left	H	0	42	14	181	NBC_00887	H	14	-12	plasmid
NBC_00887	CP108789_linear_right	H	0	42	14	6	NBC_00887	H	14	-11	plasmid
NBC_00887	CP108790_linear_left	S	672	1	1	7	NBC_00887	S	1	-0	plasmid
NBC_00887	CP108790_linear_right	H	510	44	11	8	NBC_00887	H	11	-11	plasmid
NBC_00887	CP108791_linear_left	S	673	1	1	20448	NBC_00887	S	1	-120	plasmid
NBC_00887	CP108791_linear_right	S	674	1	1	21481	NBC_00887	S	1	-119	plasmid
NBC_00890	CP108781_linear_left	H	666	12	6	12	NBC_00890	H	6	-0	chromosome
NBC_00890	CP108781_linear_right	H	666	12	6	11	NBC_00890	H	6	-0	chromosome
NBC_00890	CP108782_linear_left	H	143	18	8	6	NBC_00890	H	8	-0	plasmid
NBC_00890	CP108782_linear_right	H	143	18	8	0	NBC_00890	H	8	-0	plasmid
NBC_00891	CP108779_linear_left	S	666	12	6	35	NBC_00891	S	6	-11	chromosome
NBC_00891	CP108779_linear_right	H	666	12	6	32	NBC_00891	H	6	-11	chromosome
NBC_00891	CP108780_linear_left	H	143	18	8	3	NBC_00891	H	8	-12	plasmid
NBC_00891	CP108780_linear_right	H	143	18	8	21	NBC_00891	H	8	-14	plasmid
NBC_00899	CP108773_linear_left	H	25	50	26	455	NBC_00899	H	26	-11	chromosome
NBC_00899	CP108773_linear_right	H	25	50	26	478	NBC_00899	H	26	-11	chromosome
NBC_00899	CP108774_linear_left	S	662	1	1	347	NBC_00899	S	1	-116	extrachromosomal
NBC_00899	CP108774_linear_right	S	663	1	1	124	NBC_00899	S	1	-100	extrachromosomal
NBC_00909	CP108768_linear_left	S	659	1	1	0	NBC_00909	S	1	-0	chromosome
NBC_00909	CP108768_linear_right	H	209	27	13	0	NBC_00909	H	13	-19	chromosome
NBC_00909	CP108769_linear_left	H	105	13	7	3	NBC_00909	H	7	-21	plasmid
NBC_00909	CP108769_linear_right	H	75	25	13	1	NBC_00909	H	13	-13	plasmid
NBC_00909	CP108770_linear_left	H	32	26	13	3	NBC_00909	H	13	-12	plasmid
NBC_00909	CP108770_linear_right	H	105	13	7	3	NBC_00909	H	7	-21	plasmid
NBC_00909	CP108771_linear_left	S	660	1	1	0	NBC_00909	S	1	-0	plasmid
NBC_00909	CP108771_linear_right	H	91	3	2	0	NBC_00909	H	2	-0	plasmid
NBC_00909	CP108772_linear_left	S	661	2	1	13	NBC_00909	S	1	-12	plasmid
NBC_00909	CP108772_linear_right	H	661	2	1	5	NBC_00909	H	1	-12	plasmid
NBC_00932	CP108765_linear_left	H	50	43	22	26	NBC_00932	H	22	-16	chromosome
NBC_00932	CP108765_linear_right	H	50	43	22	14	NBC_00932	H	22	-16	chromosome
NBC_00963	CP108745_linear_left	H	2	327	116	6	NBC_00963	H	116	-11	chromosome
NBC_00963	CP108745_linear_right	H	2	327	116	3	NBC_00963	H	116	-11	chromosome
NBC_00963	CP108746_linear_left	H	2	327	116	6	NBC_00963	H	116	-12	plasmid
NBC_00963	CP108746_linear_right	H	90	54	24	7	NBC_00963	H	24	-12	plasmid
NBC_00972	CP108743_linear_left	H	14	19	6	5	NBC_00972	H	6	-22	chromosome
NBC_00972	CP108743_linear_right	H	14	19	6	5	NBC_00972	H	6	-22	chromosome
NBC_00974	CP108741_linear_left	S	657	2	1	0	NBC_00974	S	1	-113	chromosome
NBC_00974	CP108741_linear_right	H	657	2	1	0	NBC_00974	H	1	-113	chromosome
NBC_00975	CP108737_linear_left	S	652	1	1	8105	NBC_00975	S	1	-118	chromosome
NBC_00975	CP108737_linear_right	H	50	43	22	5	NBC_00975	H	22	-19	chromosome
NBC_00975	CP108739_linear_left	S	655	2	1	496	NBC_00975	S	1	-21	extrachromosomal
NBC_00975	CP108739_linear_right	H	655	2	1	0	NBC_00975	H	1	-23	extrachromosomal
NBC_00975	CP108740_linear_left	S	656	1	1	3405	NBC_00975	S	1	-100	extrachromosomal
NBC_00975	CP108740_linear_right	H	571	2	2	10326	NBC_00975	H	2	-0	extrachromosomal
NBC_00984	CP108734_linear_left	H	224	36	12	6	NBC_00984	H	12	-21	chromosome
NBC_00984	CP108734_linear_right	H	224	36	12	7	NBC_00984	H	12	-21	chromosome
NBC_00984	CP108735_linear_left	H	224	36	12	6	NBC_00984	H	12	-21	plasmid
NBC_00984	CP108735_linear_right	H	224	36	12	7	NBC_00984	H	12	-21	plasmid
NBC_00984	CP108736_linear_left	H	224	36	12	18	NBC_00984	H	12	-21	plasmid
NBC_00984	CP108736_linear_right	H	224	36	12	18	NBC_00984	H	12	-21	plasmid
NBC_00986	CP108733_linear_left	H	240	8	4	3	NBC_00986	H	4	-11	chromosome
NBC_00986	CP108733_linear_right	H	240	8	4	3	NBC_00986	H	4	-11	chromosome
NBC_00987	CP108731_linear_left	H	161	76	30	20	NBC_00987	H	30	-13	chromosome
NBC_00987	CP108731_linear_right	H	161	76	30	12	NBC_00987	H	30	-13	chromosome
NBC_00987	CP108732_linear_left	H	161	76	30	0	NBC_00987	H	30	-13	plasmid
NBC_00987	CP108732_linear_right	H	161	76	30	17	NBC_00987	H	30	-13	plasmid
NBC_00988	CP108730_linear_left	S	651	1	1	763	NBC_00988	S	1	-96	chromosome
NBC_00988	CP108730_linear_right	H	100	46	22	33	NBC_00988	H	22	-24	chromosome
NBC_00989	CP108728_linear_left	H	326	11	5	0	NBC_00989	H	5	-11	chromosome
NBC_00989	CP108728_linear_right	H	326	11	5	0	NBC_00989	H	5	-11	chromosome
NBC_00989	CP108729_linear_left	H	37	127	46	0	NBC_00989	H	46	-29	plasmid
NBC_00989	CP108729_linear_right	H	37	127	46	0	NBC_00989	H	46	-12	plasmid
NBC_00990	CP108726_linear_left	S	648	4	1	833	NBC_00990	S	1	-9	chromosome
NBC_00990	CP108726_linear_right	H	648	4	1	834	NBC_00990	H	1	-9	chromosome
NBC_00995	CP108724_linear_left	S	645	5	3	0	NBC_00995	S	3	-29	chromosome
NBC_00995	CP108724_linear_right	H	645	5	3	0	NBC_00995	H	3	-26	chromosome
NBC_00995	CP108725_linear_left	S	646	1	1	896	NBC_00995	S	1	-119	extrachromosomal
NBC_00995	CP108725_linear_right	S	647	1	1	3089	NBC_00995	S	1	-119	extrachromosomal
NBC_00996	CP108723_linear_left	S	644	4	2	5	NBC_00996	S	2	-22	chromosome
NBC_00996	CP108723_linear_right	H	644	4	2	5	NBC_00996	H	2	-22	chromosome
NBC_00998	CP108720_linear_left	H	209	27	13	1	NBC_00998	H	13	-20	chromosome
NBC_00998	CP108720_linear_right	S	641	1	1	0	NBC_00998	S	1	-108	chromosome
NBC_00998	CP108721_linear_left	S	642	1	1	952	NBC_00998	S	1	-118	plasmid
NBC_00998	CP108721_linear_right	H	209	27	13	6	NBC_00998	H	13	-20	plasmid
NBC_00998	CP108722_linear_right	S	643	1	1	13017	NBC_00998	S	1	-106	extrachromosomal
NBC_00999	CP108718_linear_left	H	2	327	116	6	NBC_00999	H	116	-11	chromosome
NBC_00999	CP108718_linear_right	H	2	327	116	5	NBC_00999	H	116	-12	chromosome
NBC_00999	CP108719_linear_left	H	0	42	14	42	NBC_00999	H	14	-13	plasmid
NBC_00999	CP108719_linear_right	H	2	327	116	1057	NBC_00999	H	116	-13	plasmid
NBC_01001	CP108711_linear_left	S	629	1	1	2526	NBC_01001	S	1	-142	chromosome
NBC_01001	CP108711_linear_right	S	630	1	1	827	NBC_01001	S	1	-104	chromosome
NBC_01001	CP108712_linear_left	S	631	1	1	4520	NBC_01001	S	1	-109	plasmid
NBC_01001	CP108712_linear_right	S	632	1	1	1813	NBC_01001	S	1	-93	plasmid
NBC_01001	CP108713_linear_left	S	633	1	1	784	NBC_01001	S	1	-111	plasmid
NBC_01001	CP108713_linear_right	S	634	1	1	714	NBC_01001	S	1	-94	plasmid
NBC_01001	CP108714_linear_left	S	635	1	1	0	NBC_01001	S	1	-0	plasmid
NBC_01001	CP108714_linear_right	H	209	27	13	4	NBC_01001	H	13	-0	plasmid
NBC_01001	CP108715_linear_left	S	636	1	1	1527	NBC_01001	S	1	-119	extrachromosomal
NBC_01001	CP108715_linear_right	S	637	1	1	1286	NBC_01001	S	1	-117	extrachromosomal
NBC_01001	CP108716_linear_left	S	638	1	1	23	NBC_01001	S	1	-107	plasmid
