strain_name	accession	taxon	DNA_type	DNA_length	tap_id	tpg_id	intergenic_dist	side	replicon_end	clust_type	clust_num	seq_len	hit_perc	strand	ign1	ign2	cigar	target	cluster_size
NBC_00539	CP107812	['Streptomyces sp. NBC 00539']	plasmid	436969	PRJNA747871:OG861_33365	PRJNA747871:OG861_33370	16	right	CP107812_linear_right	H	32	90	84.4	+	0	0	41MI48MD	CP107758_linear_right	26
NBC_00831	CP108864	['Streptomyces virginiae']	chromosome	8878587	PRJNA747871:OG253_00390	PRJNA747871:OG253_00395	5	left	CP108864_linear_left	H	89	90	74.4	+	0	0	39MD24MI26M	CP107844_linear_left	34
NBC_01215	CP108540	['Streptomyces xinghaiensis']	chromosome	6900143	PRJNA747871:OG463_28995	PRJNA747871:OG463_29000	5	right	CP108540_linear_right	H	2	90	74.4	+	0	0	59M4I27M4D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00999	CP108718	['Streptomyces platensis']	chromosome	8474648	PRJNA747871:OG962_01090	PRJNA747871:OG962_01085	9	left	CP108718_linear_left	H	2	90	84.4	+	0	0	90M	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00996	CP108723	['Streptomyces sp. NBC_00996']	chromosome	10750390	PRJNA747871:OG390_49830	PRJNA747871:OG390_49835	3	right	CP108723_linear_right	H	644	90	100.0	+	0	0	=	CP108723_linear_left	4
NBC_00996	CP108723	['Streptomyces sp. NBC_00996']	chromosome	10750390	PRJNA747871:OG390_00040	PRJNA747871:OG390_00035	3	left	CP108723_linear_left	S	644	90	*	*	*	*	*	*	4
NBC_00734	CP108974	['Streptomyces platensis']	chromosome	8870427	PRJNA747871:OG301_38660	PRJNA747871:OG301_38665	9	right	CP108974_linear_right	H	2	90	80.0	+	0	0	4D14MI51M2I21MI	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00573	CP107782	['Streptomyces platensis']	chromosome	8806723	PRJNA747871:OG424_38460	PRJNA747871:OG424_38465	9	right	CP107782_linear_right	H	11	90	76.7	+	0	0	45M5D25M2D13M7I	CP107733_linear_left	52
NBC_00239	CP108097	['Streptomyces sp. NBC_00239']	plasmid	303920	PRJNA747871:OG764_40615	PRJNA747871:OG764_40620	9	right	CP108097_linear_right	S	235	90	*	*	*	*	*	*	8
NBC_00239	CP108097	['Streptomyces sp. NBC_00239']	plasmid	303920	PRJNA747871:OG764_40615	PRJNA747871:OG764_40620	9	right	CP108097_linear_right	S	235	90	*	*	*	*	*	*	8
NBC_00080	CP108235	['Streptomyces sp. NBC 00080']	chromosome	9753591	PRJNA747871:OHU34_42855	PRJNA747871:OHU34_42850	91	right	CP108235_linear_right	H	191	90	76.7	+	0	0	46M2I42M2D	CP108013_linear_right	13
NBC_01384	CP109560	['Streptomyces sp. NBC_01384']	plasmid	1180806	PRJNA747871:OG747_51435	PRJNA747871:OG747_51430	3	right	CP109560_linear_right	H	100	90	100.0	+	0	0	=	CP107864_linear_right	46
NBC_01136	CP108633	['Streptomyces sp. NBC_01136']	plasmid	998201	PRJNA747871:OG762_47620	PRJNA747871:OG762_47625	3	left	CP108633_linear_left	H	37	90	86.7	+	0	0	64MD25MI	CP107763_linear_left	127
NBC_01337	CP108368	['Streptomyces platensis']	chromosome	8811944	PRJNA747871:OG229_38365	PRJNA747871:OG229_38370	9	right	CP108368_linear_right	H	396	90	100.0	+	0	0	=	CP108368_linear_left	7
NBC_01298	CP108416	['Streptomyces sp. NBC_01298']	plasmid	161412	PRJNA747871:OG730_43480	PRJNA747871:OG730_43485	9	right	CP108416_linear_right	H	32	90	74.4	+	0	0	90M	CP107758_linear_right	26
NBC_01157	CP108616	['Streptomyces avidinii']	chromosome	8925254	PRJNA747871:OG592_40745	PRJNA747871:OG592_40740	5	right	CP108616_linear_right	H	89	90	76.7	+	0	0	90M	CP107844_linear_left	34
NBC_01157	CP108616	['Streptomyces avidinii']	chromosome	8925254	PRJNA747871:OG592_00060	PRJNA747871:OG592_00065	5	left	CP108616_linear_left	H	89	90	76.7	+	0	0	90M	CP107844_linear_left	34
NBC_00040	CP108287	['Streptomyces sp. NBC_00040']	chromosome	8859902	PRJNA747871:OG374_39650	PRJNA747871:OG374_39655	52	right	CP108287_linear_right	H	105	90	85.6	+	0	0	7I83M7D	CP107872_linear_left	13
NBC_00040	CP108287	['Streptomyces sp. NBC_00040']	chromosome	8859902	PRJNA747871:OG374_00420	PRJNA747871:OG374_00415	52	left	CP108287_linear_left	H	105	90	85.6	+	0	0	7I83M7D	CP107872_linear_left	13
NBC_01568	CP109349	['Streptomyces sp. NBC 01568']	chromosome	9315419	PRJNA747871:OH790_41900	PRJNA747871:OH790_41905	52	right	CP109349_linear_right	H	105	90	77.8	+	0	0	16I74M16D	CP107872_linear_left	13
NBC_01568	CP109349	['Streptomyces sp. NBC 01568']	chromosome	9315419	PRJNA747871:OH790_00425	PRJNA747871:OH790_00420	52	left	CP109349_linear_left	H	105	90	77.8	+	0	0	16I74M16D	CP107872_linear_left	13
NBC_01317	CP108393	['Streptomyces sp. NBC_01317']	chromosome	8066947	PRJNA747871:OG349_00680	PRJNA747871:OG349_00685	6	left	CP108393_linear_left	H	0	90	85.6	+	0	0	35MD54MI	AB088224_left AB088224 Streptomyces rochei plasmid pSLA2-L DNA, complete sequence.	42
NBC_01092	CP108659	['Streptomyces sp. NBC_01092']	chromosome	11096016	PRJNA747871:OG254_47235	PRJNA747871:OG254_47240	3	right	CP108659_linear_right	H	100	90	96.7	+	0	0	90M	CP107864_linear_right	46
NBC_01725	CP109167	['Streptomyces sp. NBC 01725']	chromosome	8026203	PRJNA747871:OIE71_33465	PRJNA747871:OIE71_33470	5	right	CP109167_linear_right	H	25	90	75.6	+	0	0	14MD65M2I9MD	CP107746_linear_left	50
NBC_01640	CP109271	['Streptomyces albidoflavus']	plasmid	171848	PRJNA747871:OH730_31400	PRJNA747871:OH730_31405	4	right	CP109271_linear_right	H	37	90	87.8	+	0	0	41MD48MI	CP107763_linear_left	127
NBC_01627	CP109282	['Streptomyces albidoflavus']	plasmid	171949	PRJNA747871:OHA92_30605	PRJNA747871:OHA92_30600	4	left	CP109282_linear_left	H	37	90	87.8	+	0	0	41MD48MI	CP107763_linear_left	127
NBC_01547	CP109377	['Streptomyces sp. NBC 01547']	chromosome	8896641	PRJNA747871:OH787_40015	PRJNA747871:OH787_40020	52	right	CP109377_linear_right	H	110	90	86.7	+	0	0	2I22MI65M3D	CP107875_linear_left	11
NBC_01547	CP109377	['Streptomyces sp. NBC 01547']	chromosome	8896641	PRJNA747871:OH787_00250	PRJNA747871:OH787_00245	52	left	CP109377_linear_left	H	110	90	86.7	+	0	0	2I22MI65M3D	CP107875_linear_left	11
NBC_00853	CP108837	['Streptomyces sp. NBC_00853']	chromosome	7977575	PRJNA747871:OG365_00180	PRJNA747871:OG365_00175	223	left	CP108837_linear_left	H	110	90	85.6	+	0	0	I23MI65M2D	CP107875_linear_left	11
NBC_01334	CP130718	['Streptomyces sp. NBC_01334']	chromosome	10047871	PRJNA747871:OG736_41395	PRJNA747871:OG736_41390	2	right	CP130718_linear_right	H	758	90	76.7	+	0	0	10I80M10D	CP109048_linear_right	7
NBC_01431	CP109497	['Streptomyces sp. NBC_01431']	plasmid	736963	PRJNA747871:OG522_38330	PRJNA747871:OG522_38335	9	left	CP109497_linear_left	H	249	90	78.9	+	0	0	42MD23M4D20M5I	CP108115_linear_right	8
NBC_01431	CP109497	['Streptomyces sp. NBC_01431']	plasmid	736963	PRJNA747871:OG522_38330	PRJNA747871:OG522_38335	9	left	CP109497_linear_left	H	249	90	78.9	+	0	0	42MD23M4D20M5I	CP108115_linear_right	8
NBC_00838	CP108857	['Streptomyces sp. NBC_00838']	chromosome	8580597	PRJNA747871:OG705_35805	PRJNA747871:OG705_35810	5	right	CP108857_linear_right	H	25	90	74.4	+	0	0	14MD49M2D24M3I	CP107746_linear_left	50
NBC_01325	CP109052	['Streptomyces subrutilus']	plasmid	110397	PRJNA747871:OG479_34320	PRJNA747871:OG479_34315	3	left	CP109052_linear_left	H	37	90	91.1	+	0	0	41MD48MI	CP107763_linear_left	127
NBC_01325	CP109052	['Streptomyces subrutilus']	plasmid	110397	PRJNA747871:OG479_34320	PRJNA747871:OG479_34315	3	left	CP109052_linear_left	H	37	90	91.1	+	0	0	41MD48MI	CP107763_linear_left	127
NBC_00272	CP108069	['Streptomyces sp. NBC 00272']	plasmid	489730	PRJNA747871:OG827_41130	PRJNA747871:OG827_41125	6	left	CP108069_linear_left	H	32	90	96.7	+	0	0	55MI34MD	CP107758_linear_right	26
NBC_01506	CP109422	['Streptomyces sp. NBC_01506']	chromosome	8756932	PRJNA747871:OG329_00915	PRJNA747871:OG329_00910	5	left	CP109422_linear_left	H	958	90	83.3	+	0	0	4I24MI43MI17M6D	CP109419_linear_left	4
NBC_01508	CP109419	['Streptomyces sp. NBC_01508']	chromosome	8023512	PRJNA747871:OG700_00600	PRJNA747871:OG700_00595	5	left	CP109419_linear_left	S	958	90	*	*	*	*	*	*	4
NBC_01511	CP109417	['Streptomyces sp. NBC_01511']	chromosome	8103498	PRJNA747871:OG292_00595	PRJNA747871:OG292_00590	5	left	CP109417_linear_left	H	392	90	73.3	+	0	0	50M4D26M3I10MI	CP108358_linear_left	5
NBC_00989	CP108729	['Streptomyces sp. NBC_00989']	plasmid	264197	PRJNA747871:OG714_54325	PRJNA747871:OG714_54315	263	left	CP108729_linear_left	H	37	90	87.8	+	0	0	90M	CP107763_linear_left	127
NBC_01553	CP109371	['Streptomyces sp. NBC 01553']	plasmid	111477	PRJNA747871:OHA13_43180	PRJNA747871:OHA13_43175	3	left	CP109371_linear_left	H	37	90	88.9	+	0	0	90M	CP107763_linear_left	127
NBC_01621	CP109295	['Streptomyces albidoflavus']	plasmid	154783	PRJNA747871:OG950_31505	PRJNA747871:OG950_31510	4	right	CP109295_linear_right	H	37	90	93.3	+	0	0	18MI14MI56M2D	CP107763_linear_left	127
NBC_00899	CP108773	['Streptomyces sp. NBC 00899']	chromosome	11771747	PRJNA747871:OH826_50525	PRJNA747871:OH826_50530	6	right	CP108773_linear_right	H	25	90	74.4	+	0	0	90M	CP107746_linear_left	50
NBC_00899	CP108773	['Streptomyces sp. NBC 00899']	chromosome	11771747	PRJNA747871:OH826_00970	PRJNA747871:OH826_00965	6	left	CP108773_linear_left	H	25	90	74.4	+	0	0	90M	CP107746_linear_left	50
NBC_00832	CP108863	['Streptomyces avidinii']	chromosome	9032248	PRJNA747871:OG373_40555	PRJNA747871:OG373_40550	6	right	CP108863_linear_right	H	89	90	75.6	+	0	0	63MI26MD	CP107844_linear_left	34
NBC_00832	CP108863	['Streptomyces avidinii']	chromosome	9032248	PRJNA747871:OG373_00610	PRJNA747871:OG373_00615	6	left	CP108863_linear_left	H	89	90	75.6	+	0	0	63MI26MD	CP107844_linear_left	34
NBC_00344	CP107996	['Streptomyces sp. NBC 00344']	chromosome	7001830	PRJNA747871:OHS16_00465	PRJNA747871:OHS16_00470	9	left	CP107996_linear_left	H	25	90	76.7	+	0	0	66MI23MD	CP107746_linear_left	50
NBC_01788	CP109090	['Streptomyces sp. NBC 01788']	chromosome	8269445	PRJNA747871:OIE49_36630	PRJNA747871:OIE49_36625	5	right	CP109090_linear_right	H	66	90	82.2	+	0	0	59MD16MD13M2I	CP107797_linear_left	23
NBC_01157	CP108619	['Streptomyces avidinii']	plasmid	96455	PRJNA747871:OG592_44295	PRJNA747871:OG592_44300	3	right	CP108619_linear_right	H	539	90	94.4	+	0	0	90M	CP108573_linear_left	13
NBC_01671	CP109227	['Streptomyces albidoflavus']	plasmid	438721	PRJNA747871:OG794_30950	PRJNA747871:OG794_30955	4	right	CP109227_linear_right	H	37	90	90.0	+	0	0	90M	CP107763_linear_left	127
NBC_01671	CP109226	['Streptomyces albidoflavus']	chromosome	6877750	PRJNA747871:OG794_29995	PRJNA747871:OG794_30000	4	right	CP109226_linear_right	H	37	90	88.9	+	0	0	61MI28MD	CP107763_linear_left	127
NBC_00641	CP109044	['Streptomyces halstedii']	chromosome	7458198	PRJNA747871:OG923_32705	PRJNA747871:OG923_32700	3	right	CP109044_linear_right	H	37	90	92.2	+	0	0	D89MI	CP107763_linear_left	127
NBC_00641	CP109044	['Streptomyces halstedii']	chromosome	7458198	PRJNA747871:OG923_00005	PRJNA747871:OG923_00010	3	left	CP109044_linear_left	H	37	90	92.2	+	0	0	D89MI	CP107763_linear_left	127
NBC_01606	CP109311	['Streptomyces cyaneofuscatus']	plasmid	72478	PRJNA747871:OG973_37010	PRJNA747871:OG973_37005	3	left	CP109311_linear_left	H	37	90	85.6	+	0	0	D89MI	CP107763_linear_left	127
NBC_01278	CP108440	['Streptomyces sp. NBC_01278']	plasmid	834464	PRJNA747871:OG723_41290	PRJNA747871:OG723_41285	6	left	CP108440_linear_left	H	32	90	81.1	+	0	0	11I25MI18MI6MI27M14D	CP107758_linear_right	26
NBC_01278	CP108440	['Streptomyces sp. NBC_01278']	plasmid	834464	PRJNA747871:OG723_41290	PRJNA747871:OG723_41285	6	left	CP108440_linear_left	H	32	90	81.1	+	0	0	11I25MI18MI6MI27M14D	CP107758_linear_right	26
NBC_00273	CP108067	['Streptomyces sp. NBC_00273']	chromosome	10316149	PRJNA747871:OG386_42065	PRJNA747871:OG386_42070	99	right	CP108067_linear_right	H	89	90	75.6	+	0	0	63MI26MD	CP107844_linear_left	34
NBC_01367	CP109580	['Streptomyces sp. NBC_01367']	chromosome	10119162	PRJNA747871:OG465_05295	PRJNA747871:OG465_05290	99	left	CP109580_linear_left	H	106	90	95.6	+	0	0	4D74MI12M3I	CP107873_linear_left	28
NBC_00820	CP108882	['Streptomyces sp. NBC 00820']	chromosome	8106388	PRJNA747871:OIB37_34415	PRJNA747871:OIB37_34420	4	right	CP108882_linear_right	H	139	90	76.7	+	0	0	66M2I11M2I9M4D	CP107916_linear_left	33
NBC_00211	CP108119	['Streptomyces sp. NBC 00211']	plasmid	605427	PRJNA747871:OG820_39870	PRJNA747871:OG820_39865	6	left	CP108119_linear_left	H	32	90	96.7	+	0	0	55MI34MD	CP107758_linear_right	26
NBC_00073	CP108245	['Streptomyces sp. NBC 00073']	plasmid	639575	PRJNA747871:OG816_39920	PRJNA747871:OG816_39915	6	left	CP108245_linear_left	H	32	90	98.9	+	0	0	55MI34MD	CP107758_linear_right	26
NBC_00045	CP108272	['Streptomyces sp. NBC 00045']	plasmid	680406	PRJNA747871:OHA65_36170	PRJNA747871:OHA65_36165	6	left	CP108272_linear_left	H	32	90	80.0	+	0	0	12I78M12D	CP107758_linear_right	26
NBC_00045	CP108272	['Streptomyces sp. NBC 00045']	plasmid	680406	PRJNA747871:OHA65_36170	PRJNA747871:OHA65_36165	6	left	CP108272_linear_left	H	32	90	80.0	+	0	0	12I78M12D	CP107758_linear_right	26
NBC_00597	CP107758	['Streptomyces sp. NBC 00597']	plasmid	669226	PRJNA747871:OG974_30390	PRJNA747871:OG974_30385	6	left	CP107758_linear_left	S	31	90	*	*	*	*	*	*	18
NBC_00161	CP108157	['Streptomyces sp. NBC 00161']	plasmid	338874	PRJNA747871:OG851_40905	PRJNA747871:OG851_40900	3	left	CP108157_linear_left	H	75	90	75.6	+	0	0	56M6I28M6D	CP107819_linear_left	25
NBC_00161	CP108157	['Streptomyces sp. NBC 00161']	plasmid	338874	PRJNA747871:OG851_40905	PRJNA747871:OG851_40900	3	left	CP108157_linear_left	H	75	90	75.6	+	0	0	56M6I28M6D	CP107819_linear_left	25
NBC_01296	CP130721	['Streptomyces sp. NBC_01296']	plasmid	528452	PRJNA747871:OG299_40700	PRJNA747871:OG299_40695	3	left	CP130721_linear_left	H	209	90	78.9	+	0	0	I50M3D37M2I	CP108057_linear_right	27
NBC_01296	CP130721	['Streptomyces sp. NBC_01296']	plasmid	528452	PRJNA747871:OG299_40700	PRJNA747871:OG299_40695	3	left	CP130721_linear_left	H	209	90	78.9	+	0	0	I50M3D37M2I	CP108057_linear_right	27
NBC_01006	CP108701	['Streptomyces sp. NBC_01006']	plasmid	570792	PRJNA747871:OG509_41780	PRJNA747871:OG509_41785	6	right	CP108701_linear_right	H	235	90	76.7	+	0	0	36MD22M2D29M3I	CP108097_linear_right	8
NBC_01205	CP108558	['Streptomyces sp. NBC_01205']	plasmid	702902	PRJNA747871:OG573_40390	PRJNA747871:OG573_40385	6	left	CP108558_linear_left	H	32	90	86.7	+	0	0	34MD25MD29M2I	CP107758_linear_right	26
NBC_01465	CP109467	['Streptomyces sp. NBC_01465']	chromosome	9138776	PRJNA747871:OG707_42325	PRJNA747871:OG707_42330	9	right	CP109467_linear_right	H	90	90	74.4	+	0	0	39MD24M4D22M5I	CP107845_linear_left	54
NBC_01465	CP109467	['Streptomyces sp. NBC_01465']	chromosome	9138776	PRJNA747871:OG707_00090	PRJNA747871:OG707_00085	9	left	CP109467_linear_left	H	90	90	74.4	+	0	0	39MD50MI	CP107845_linear_left	54
NBC_00433	CP107926	['Streptomyces sp. NBC 00433']	chromosome	8986572	PRJNA747871:OG900_38275	PRJNA747871:OG900_38280	267	right	CP107926_linear_right	H	25	90	73.3	+	0	0	90M	CP107746_linear_left	50
NBC_00433	CP107926	['Streptomyces sp. NBC 00433']	chromosome	8986572	PRJNA747871:OG900_00710	PRJNA747871:OG900_00705	267	left	CP107926_linear_left	H	25	90	73.3	+	0	0	90M	CP107746_linear_left	50
NBC_00990	CP108726	['Streptomyces anulatus']	chromosome	9076472	PRJNA747871:OG536_38860	PRJNA747871:OG536_38865	111	right	CP108726_linear_right	H	648	90	100.0	+	0	0	=	CP108726_linear_left	4
NBC_01266	CP108459	['Kitasatospora sp. NBC_01266']	plasmid	143890	PRJNA747871:OG403_36275	PRJNA747871:OG403_36270	87	left	CP108459_linear_left	H	194	90	86.7	+	0	0	41MI18MI29M2D	CP108025_linear_left	14
NBC_00445	CP107915	['Streptomyces sp. NBC 00445']	plasmid	363548	PRJNA747871:OG800_50580	PRJNA747871:OG800_50585	19	right	CP107915_linear_right	H	138	90	82.2	+	0	0	10D11MD68M11I	CP107915_linear_left	4
NBC_00073	CP108246	['Streptomyces sp. NBC 00073']	plasmid	258724	PRJNA747871:OG816_42665	PRJNA747871:OG816_42660	22	left	CP108246_linear_left	H	13	90	75.6	+	0	0	18I72M18D	CP107737_linear_left	19
NBC_01137	CP108628	['Streptomyces xanthophaeus']	plasmid	267193	PRJNA747871:OG605_38630	PRJNA747871:OG605_38625	21	left	CP108628_linear_left	H	13	90	83.3	+	0	0	8I82M8D	CP107737_linear_left	19
NBC_01426	CP109502	['Streptomyces sp. NBC 01426']	plasmid	806493	PRJNA747871:OG906_42155	PRJNA747871:OG906_42160	22	right	CP109502_linear_right	H	13	90	74.4	+	0	0	18I31MI40M19D	CP107737_linear_left	19
NBC_01426	CP109502	['Streptomyces sp. NBC 01426']	plasmid	806493	PRJNA747871:OG906_38660	PRJNA747871:OG906_38655	22	left	CP109502_linear_left	H	13	90	75.6	+	0	0	18I72M18D	CP107737_linear_left	19
NBC_00471	CP107888	['Streptomyces nojiriensis']	plasmid	286564	PRJNA747871:OG749_46120	PRJNA747871:OG749_46115	21	left	CP107888_linear_left	H	13	90	75.6	+	0	0	17I73M17D	CP107737_linear_left	19
NBC_00630	CP107737	['Streptomyces longwoodensis']	plasmid	363039	PRJNA747871:OG200_38475	PRJNA747871:OG200_38480	21	right	CP107737_linear_right	H	13	90	100.0	+	0	0	=	CP107737_linear_left	19
NBC_00538	CP107815	['Streptomyces longwoodensis']	plasmid	363115	PRJNA747871:OG416_38495	PRJNA747871:OG416_38500	21	right	CP107815_linear_right	H	13	90	94.4	+	0	0	5I85M5D	CP107737_linear_left	19
NBC_01157	CP108618	['Streptomyces avidinii']	plasmid	223225	PRJNA747871:OG592_43070	PRJNA747871:OG592_43065	20	left	CP108618_linear_left	H	13	90	75.6	+	0	0	18I72M18D	CP107737_linear_left	19
NBC_00845	CP109061	['Kitasatospora purpeofusca']	chromosome	9074194	PRJNA747871:OIP63_00240	PRJNA747871:OIP63_00235	81	left	CP109061_linear_left	H	194	90	87.8	+	0	0	58M2I30M2D	CP108025_linear_left	14
NBC_00315	CP108025	['Kitasatospora sp. NBC 00315']	chromosome	8241844	PRJNA747871:OG823_34055	PRJNA747871:OG823_34060	81	right	CP108025_linear_right	H	194	90	100.0	+	0	0	=	CP108025_linear_left	14
NBC_00315	CP108025	['Kitasatospora sp. NBC 00315']	chromosome	8241844	PRJNA747871:OG823_00155	PRJNA747871:OG823_00150	81	left	CP108025_linear_left	S	194	90	*	*	*	*	*	*	14
NBC_01665	CP109237	['Streptomyces albidoflavus']	plasmid	51188	PRJNA747871:OH749_31580	PRJNA747871:OH749_31575	2	right	CP109237_linear_right	H	589	90	76.7	+	0	0	19MI11MI30M2D28M	CP108634_linear_left	4
NBC_01136	CP108634	['Streptomyces sp. NBC_01136']	plasmid	59914	PRJNA747871:OG762_51520	PRJNA747871:OG762_51525	11	left	CP108634_linear_left	S	589	90	*	*	*	*	*	*	4
NBC_00039	CP108290	['Kitasatospora sp. NBC_00039']	plasmid	853419	PRJNA747871:OG286_39765	PRJNA747871:OG286_39770	93	right	CP108290_linear_right	H	328	90	75.6	+	0	0	D89MI	CP108247_linear_right	7
